fire_id,hour,ignition_date_time,date_time,area_fract,flame_profile,smolder_profile,residual_profile,pm25_emitted,pm10_emitted,co_emitted,co2_emitted,ch4_emitted,nox_emitted,nh3_emitted,so2_emitted,voc_emitted,pm25_flame,pm10_flame,co_flame,co2_flame,ch4_flame,nox_flame,nh3_flame,so2_flame,voc_flame,pm25_smold,pm10_smold,co_smold,co2_smold,ch4_smold,nox_smold,nh3_smold,so2_smold,voc_smold,pm25_resid,pm10_resid,co_resid,co2_resid,ch4_resid,nox_resid,nh3_resid,so2_resid,voc_resid,smoldering_fraction,heat,percentile_000,percentile_005,percentile_010,percentile_015,percentile_020,percentile_025,percentile_030,percentile_035,percentile_040,percentile_045,percentile_050,percentile_055,percentile_060,percentile_065,percentile_070,percentile_075,percentile_080,percentile_085,percentile_090,percentile_095,percentile_100
SF11C21345120013189110,0,201508010000Z,201508010000Z,0.005701,0.005699,0.004133,0.000286,0.02297,0.027104,0.236943,4.668726,0.01231,0.006592,0.003954,0.002808,0.05684,0.019215,0.022674,0.189511,4.354258,0.010083,0.006387,0.003184,0.002587,0.045773,0.003535,0.004171,0.044656,0.296065,0.002097,0.000193,0.000725,0.000208,0.010419,0.00022,0.000259,0.002776,0.018403,0.00013,1.2e-05,4.5e-05,1.3e-05,0.000648,0.94584,1676732.87388,5.696939,6.2807371,6.8645352,7.4483333,8.0321314,8.6159295,9.1997276,9.7835257,10.3673238,10.9511219,11.53492,12.1187181,12.7025162,13.2863143,13.8701124,14.4539105,15.0377086,15.6215067,16.2053048,16.7891029,17.372901
SF11C21345120013189110,1,201508010000Z,201508010100Z,0.005701,0.005701,0.003629,0.000517,0.022723,0.026813,0.233805,4.649014,0.012163,0.006581,0.003902,0.002794,0.056109,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.003104,0.003662,0.03921,0.259961,0.001841,0.000169,0.000636,0.000183,0.009149,0.000397,0.000469,0.005018,0.033267,0.000236,2.2e-05,8.1e-05,2.3e-05,0.001171,0.94584,1673440.45024,5.696939,6.34287615,6.9888133,7.63475045,8.2806876,8.92662475,9.5725619,10.21849905,10.8644362,11.51037335,12.1563105,12.80224765,13.4481848,14.09412195,14.7400591,15.38599625,16.0319334,16.67787055,17.3238077,17.96974485,18.615682
SF11C21345120013189110,2,201508010000Z,201508010200Z,0.005701,0.005701,0.003256,0.000706,0.022549,0.026608,0.231609,4.634457,0.01206,0.006572,0.003867,0.002784,0.055596,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002785,0.003286,0.03518,0.233242,0.001652,0.000152,0.000571,0.000164,0.008208,0.000542,0.00064,0.006852,0.045429,0.000322,3e-05,0.000111,3.2e-05,0.001599,0.963894,1113715.16272,5.696939,6.1411252,6.5853114,7.0294976,7.4736838,7.91787,8.3620562,8.8062424,9.2504286,9.6946148,10.138801,10.5829872,11.0271734,11.4713596,11.9155458,12.359732,12.8039182,13.2481044,13.6922906,14.1364768,14.580663
SF11C21345120013189110,3,201508010000Z,201508010300Z,0.005701,0.005701,0.00298,0.000864,0.022435,0.026472,0.230161,4.624853,0.011992,0.006565,0.003844,0.002777,0.055259,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002549,0.003007,0.032198,0.213471,0.001512,0.000139,0.000523,0.00015,0.007513,0.000664,0.000783,0.008386,0.055596,0.000394,3.6e-05,0.000136,3.9e-05,0.001957,0.97292,834222.39586,5.696939,6.02507995,6.3532209,6.68136185,7.0095028,7.33764375,7.6657847,7.99392565,8.3220666,8.65020755,8.9783485,9.30648945,9.6346304,9.96277135,10.2909123,10.61905325,10.9471942,11.27533515,11.6034761,11.93161705,12.259758
SF11C21345120013189110,4,201508010000Z,201508010400Z,0.005701,0.005701,0.002775,0.000996,0.02236,0.026385,0.229227,4.618661,0.011948,0.006562,0.003829,0.002773,0.055041,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002373,0.0028,0.029983,0.198785,0.001408,0.00013,0.000487,0.00014,0.006996,0.000765,0.000903,0.009667,0.06409,0.000454,4.2e-05,0.000157,4.5e-05,0.002256,0.978336,666743.436428,5.696939,5.9479603,6.1989816,6.4500029,6.7010242,6.9520455,7.2030668,7.4540881,7.7051094,7.9561307,8.207152,8.4581733,8.7091946,8.9602159,9.2112372,9.4622585,9.7132798,9.9643011,10.2153224,10.4663437,10.717365
SF11C21345120013189110,5,201508010000Z,201508010500Z,0.005701,0.005701,0.002623,0.001108,0.022316,0.026333,0.228672,4.61498,0.011922,0.006558,0.00382,0.00277,0.054911,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002243,0.002647,0.028341,0.187897,0.001331,0.000122,0.00046,0.000132,0.006613,0.000851,0.001004,0.010754,0.071297,0.000505,4.6e-05,0.000175,5e-05,0.002509,0.981947,555225.524227,5.696939,5.89222825,6.0875175,6.28280675,6.478096,6.67338525,6.8686745,7.06396375,7.259253,7.45454225,7.6498315,7.84512075,8.04041,8.23569925,8.4309885,8.62627775,8.821567,9.01685625,9.2121455,9.40743475,9.602724
SF11C21345120013189110,6,201508010000Z,201508010600Z,0.005701,0.005701,0.002511,0.001205,0.022296,0.026308,0.228403,4.613198,0.011909,0.006558,0.003815,0.00277,0.054848,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002148,0.002534,0.027131,0.179874,0.001274,0.000117,0.00044,0.000127,0.00633,0.000926,0.001092,0.011695,0.077538,0.000549,5.1e-05,0.00019,5.5e-05,0.002729,0.984526,475656.963238,5.696939,5.8496737,6.0024084,6.1551431,6.3078778,6.4606125,6.6133472,6.7660819,6.9188166,7.0715513,7.224286,7.3770207,7.5297554,7.6824901,7.8352248,7.9879595,8.1406942,8.2934289,8.4461636,8.5988983,8.751633
SF11C21345120013189110,7,201508010000Z,201508010700Z,0.005701,0.005701,0.002427,0.00129,0.022289,0.0263,0.22832,4.612651,0.011906,0.006557,0.003814,0.002768,0.054829,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002076,0.002449,0.026223,0.173857,0.001232,0.000113,0.000426,0.000122,0.006119,0.000991,0.001169,0.01252,0.083008,0.000588,5.4e-05,0.000203,5.8e-05,0.002921,0.98646,416034.038926,5.696939,5.8158863,5.9348336,6.0537809,6.1727282,6.2916755,6.4106228,6.5295701,6.6485174,6.7674647,6.886412,7.0053593,7.1243066,7.2432539,7.3622012,7.4811485,7.6000958,7.7190431,7.8379904,7.9569377,8.075885
SF11C21345120013189110,8,201508010000Z,201508010800Z,0.005701,0.005701,0.002189,0.001352,0.022133,0.026117,0.226351,4.599591,0.011813,0.006549,0.003782,0.002759,0.05437,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.001872,0.002209,0.023652,0.156808,0.001111,0.000102,0.000384,0.00011,0.005519,0.001039,0.001226,0.013122,0.086997,0.000616,5.7e-05,0.000213,6.1e-05,0.003062,0.987965,369407.912035,5.696939,5.7880909,5.8792428,5.9703947,6.0615466,6.1526985,6.2438504,6.3350023,6.4261542,6.5173061,6.608458,6.6996099,6.7907618,6.8819137,6.9730656,7.0642175,7.1553694,7.2465213,7.3376732,7.4288251,7.519977
SF11C21345120013189110,9,201508010000Z,201508010900Z,0.005701,0.005701,0.002874,0.001457,0.022799,0.026903,0.234771,4.655417,0.012208,0.006585,0.003919,0.002799,0.056333,0.019222,0.022682,0.189577,4.355786,0.010086,0.00639,0.003185,0.002588,0.045789,0.002458,0.0029,0.031053,0.205877,0.001458,0.000134,0.000504,0.000145,0.007245,0.001119,0.001321,0.014141,0.093754,0.000664,6.1e-05,0.00023,6.6e-05,0.003299,0.989168,333483.490097,5.696939,5.76570435,5.8344697,5.90323505,5.9720004,6.04076575,6.1095311,6.17829645,6.2470618,6.31582715,6.3845925,6.45335785,6.5221232,6.59088855,6.6596539,6.72841925,6.7971846,6.86594995,6.9347153,7.00348065,7.072246
SF11C21345120013189110,10,201508010000Z,201508011000Z,0.020004,0.02,0.012429,0.002216,0.079765,0.094123,0.820865,16.313715,0.042701,0.023089,0.013704,0.009804,0.196987,0.067433,0.079571,0.665066,15.280778,0.035384,0.022416,0.011175,0.009078,0.160635,0.01063,0.012543,0.134292,0.890344,0.006307,0.00058,0.00218,0.000626,0.031334,0.001702,0.002009,0.021507,0.142593,0.00101,9.3e-05,0.000349,0.0001,0.005018,0.936571,6872643.683,19.954063,21.12884635,22.3036297,23.47841305,24.6531964,25.82797975,27.0027631,28.17754645,29.3523298,30.52711315,31.7018965,32.87667985,34.0514632,35.22624655,36.4010299,37.57581325,38.7505966,39.92537995,41.1001633,42.27494665,43.44973
SF11C21345120013189110,11,201508010000Z,201508011100Z,0.040008,0.040002,0.029312,0.00409,0.163084,0.192439,1.686603,32.926012,0.087509,0.046375,0.028135,0.019818,0.404445,0.134873,0.15915,1.330199,30.563085,0.070771,0.044834,0.02235,0.018156,0.321286,0.025069,0.029581,0.316708,2.099748,0.014874,0.001369,0.005141,0.001477,0.073897,0.003142,0.003708,0.039696,0.263179,0.001864,0.000172,0.000644,0.000185,0.009262,0.805087,42361443.9582,39.808585,44.2875742,48.7665634,53.2455526,57.7245418,62.203531,66.6825202,71.1615094,75.6404986,80.1194878,84.598477,89.0774662,93.5564554,98.0354446,102.5144338,106.993423,111.4724122,115.9514014,120.4303906,124.9093798,129.388369
SF11C21345120013189110,12,201508010000Z,201508011200Z,0.070014,0.070005,0.05849,0.007851,0.292086,0.344662,3.036063,58.18163,0.15711,0.081521,0.050609,0.035076,0.727496,0.236032,0.278518,2.327898,53.486545,0.123852,0.078461,0.039114,0.031774,0.562262,0.050023,0.059027,0.631967,4.189896,0.029679,0.002731,0.010258,0.002947,0.147455,0.006031,0.007117,0.076198,0.505189,0.003579,0.000329,0.001237,0.000355,0.017779,0.644382,135613954.459,69.404814,78.93822765,88.4716413,98.00505495,107.5384686,117.07188225,126.6052959,136.13870955,145.6721232,155.20553685,164.7389505,174.27236415,183.8057778,193.33919145,202.8726051,212.40601875,221.9394324,231.47284605,241.0062597,250.53967335,260.073087
SF11C21345120013189110,13,201508010000Z,201508011300Z,0.10002,0.100011,0.092723,0.01372,0.427043,0.503911,4.460702,83.937296,0.230242,0.116996,0.074301,0.050686,1.06809,0.337202,0.397898,3.325697,76.412297,0.176938,0.112092,0.055879,0.045392,0.803262,0.079301,0.093575,1.001845,6.642157,0.04705,0.004329,0.016261,0.004673,0.233758,0.01054,0.012438,0.13316,0.882842,0.006254,0.000575,0.002161,0.000621,0.03107,0.668988,180760931.637,98.779858,109.29147155,119.8030851,130.31469865,140.8263122,151.33792575,161.8495393,172.36115285,182.8727664,193.38437995,203.8959935,214.40760705,224.9192206,235.43083415,245.9424477,256.45406125,266.9656748,277.47728835,287.9889019,298.50051545,309.012129
SF11C21345120013189110,14,201508010000Z,201508011400Z,0.130026,0.130017,0.130717,0.02181,0.566921,0.668967,5.947533,110.105292,0.306295,0.15274,0.099005,0.066585,1.423195,0.438371,0.517278,4.323496,99.338049,0.230025,0.145722,0.072644,0.059011,1.044263,0.111795,0.131918,1.412359,9.363834,0.066329,0.006103,0.022925,0.006587,0.329542,0.016755,0.019771,0.211678,1.403409,0.009941,0.000915,0.003436,0.000987,0.04939,0.703836,210679322.176,127.935369,138.47635905,149.0173491,159.55833915,170.0993292,180.64031925,191.1813093,201.72229935,212.2632894,222.80427945,233.3452695,243.88625955,254.4272496,264.96823965,275.5092297,286.05021975,296.5912098,307.13219985,317.6731899,328.21417995,338.75517
SF11C21345120013189110,15,201508010000Z,201508011500Z,0.160032,0.160023,0.170959,0.032124,0.710432,0.838309,7.480238,136.577432,0.384502,0.188682,0.124453,0.082699,1.789004,0.539541,0.636658,5.321295,122.263801,0.283111,0.179353,0.08941,0.07263,1.285263,0.146212,0.17253,1.847162,12.246546,0.086749,0.007982,0.029982,0.008615,0.430994,0.024679,0.029121,0.311781,2.067085,0.014642,0.001347,0.005061,0.001454,0.072747,0.736568,231020081.402,156.872989,166.9301473,176.9873056,187.0444639,197.1016222,207.1587805,217.2159388,227.2730971,237.3302554,247.3874137,257.444572,267.5017303,277.5588886,287.6160469,297.6732052,307.7303635,317.7875218,327.8446801,337.9018384,347.9589967,358.016155
SF11C21345120013189110,16,201508010000Z,201508011600Z,0.170034,0.170031,0.189486,0.043005,0.768379,0.906687,8.118823,146.251263,0.41657,0.201221,0.135007,0.088669,1.940734,0.573284,0.676475,5.654095,129.910302,0.300817,0.19057,0.095001,0.077173,1.365645,0.162057,0.191227,2.047341,13.573716,0.096151,0.008847,0.033231,0.009549,0.477701,0.033038,0.038985,0.417387,2.767245,0.019602,0.001804,0.006775,0.001947,0.097388,0.783801,201697330.305,166.470723,174.64790625,182.8250895,191.00227275,199.179456,207.35663925,215.5338225,223.71100575,231.888189,240.06537225,248.2425555,256.41973875,264.596922,272.77410525,280.9512885,289.12847175,297.305655,305.48283825,313.6600215,321.83720475,330.014388
SF11C21345120013189110,17,201508010000Z,201508011700Z,0.120024,0.120039,0.137131,0.049514,0.560048,0.660857,5.953916,104.723845,0.304525,0.143019,0.098918,0.063634,1.421962,0.404729,0.47758,3.991695,91.714468,0.212372,0.134539,0.067069,0.054483,0.964122,0.11728,0.138391,1.48166,9.823297,0.069584,0.006403,0.024049,0.00691,0.345712,0.038039,0.044886,0.480561,3.18608,0.022569,0.002077,0.0078,0.002241,0.112128,0.868512,86666818.5185,118.241156,122.26928395,126.2974119,130.32553985,134.3536678,138.38179575,142.4099237,146.43805165,150.4661796,154.49430755,158.5224355,162.55056345,166.5786914,170.60681935,174.6349473,178.66307525,182.6912032,186.71933115,190.7474591,194.77558705,198.803715
